		eng	acu	afr	ake	alb	amu	ara	arm	baq	bsn	bul	cak	ceb	cha	chi	chq	chr	chu	cjp	cni	cop	crp	cze	dan	deu	dik	dje	dop	epo	est	ewe	fin	fra	gbi	glv	got	grc	gre	guj	hin	hrv	hun	ind	isl	ita	jak	jap	jiv	kab	kbh	kor	lat	lav	lit	mam	mao	mar	mya	nep	nhg	nld	nor	ojb	pck	pes	plt	pol	por	pot	ppk	quc	quw	rom	rum	rus	shi	slk	slv	sna	som	spa	srp	ssw	swe	syr	tel	tgl	tha	tmh	tur	ukr	usp	wal	wol	xho	zul
505	b.JOH.7.10a	when	NULL	nadat	tʉpo	mbasi	jnda	ولما	երբ	NULL	na	NULL	tek	na	anae	NULL	mɨ	NULL	егда	NA	NULL	ϩⲟⲧⲉ	apre	když	da	als	wen	waato	kɔma	kiam	kui	esi	kun	lorsque	yesus	tra	biþe	ὡς	αφου	ય	जब	pošto	NULL	setelah	þegar	NULL	yet	しかし	NULL	mi	NA	NULL	NULL	kad	kai	NULL	no	NULL	NULL	ल	ijcuac	toen	da	ᐊᐲᔥ	NULL	چون	rehefa	gdy	quando	NA	NULL	aretak	huasha	kana	NULL	когда	llig	NULL	ko	zvino	markii	cuando	kad	baada	när	ܟܕ	డ	nang	เม	as	ne	як	cuando	NULL	bi	bakuba	NULL
506	b.JOH.7.27a	when	NULL	wanneer	tai	kur	quia	فمتى	երբ	NULL	NULL	защото	tek	na	anae	候	mɨ	NULL	егда	NA	impocasanotapaajerica	NULL	lè	když	når	wenn	na	waati	waatʋ	kiam	kui	nenye	kun	quand	orasi	tra	biþe	ὅταν	οταν	ય	जब	kad	mikor	kalau	þegar	quando	yet	NULL	tura	asm	NA	때에는	cum	kad	kai	aj	ka	ह	အခ	जब	ijcuac	NULL	når	ᐊᐲ	NULL	چون	raha	gdy	quando	NA	ane	aretak	shamujpiga	kana	cînd	когда	NULL	keď	kadar	kana	markuuse	cuando	kad	NULL	när	ܐܡܬܝ	నప	pagparito	เม	assaɣa	zaman	як	cuando	wode	bi	xa	nxa
507	b.JOH.7.31a	when	nu	wanneer	tai	kur	quia	متى	երբ	NULL	na	NULL	NULL	na	yaguin	候	mɨ	NULL	егда	NA	NULL	ⲉϣⲱⲡ	lè	když	når	wenn	na	waati	kɔma	kiam	kui	esi	kun	quand	so	tra	þan	ὅταν	οταν	ય	जब	kada	mikor	kalau	þegar	quando	yet	NULL	NULL	m	NA	NULL	cum	kad	atėjęs	NULL	ka	व	အခ	जब	NULL	NULL	når	ᐊᐲ	chiangin	چون	raha	gdy	quando	NA	NULL	aretak	NULL	kana	cînd	когда	ig	keď	kadar	kana	markuu	cuando	kad	NULL	när	ܡܐ	నప	pagparito	เม	as	gelince	як	cuando	wode	bés	xa	nxa
508	b.JOH.7.40a	when	NULL	toe	NULL	kur	quia	لما	երբ	çutenean	NULL	NULL	tek	NULL	NULL	見	mɨ	NULL	NULL	NA	NULL	NULL	lè	NULL	NULL	NULL	wen	waato	ɩlɛna	NULL	NULL	esi	kuultuaan	ayant	NULL	tra	þan	NULL	NULL	NULL	तब	kad	mint	NULL	þá	NULL	yet	NULL	NULL	NULL	NA	NULL	cum	kad	NULL	tej	to	NULL	NULL	ल	ijcuac	NULL	da	NULL	NULL	چون	raha	NULL	NULL	NA	NULL	aretak	runaunamanda	kana	cînd	NULL	llig	NULL	NULL	vakati	goortay	cuando	NULL	ule	NULL	ܕܝܢ	NULL	nang	เม	as	NULL	NULL	cuando	NULL	bi	NULL	besixuku
509	b.JOH.8.3a	when	NULL	NULL	soto	mbasi	NULL	ولما	NULL	NULL	NULL	и	tek	abtan	NULL	時	mɨ	ꭰꮵꮒᏼꮫ	NULL	NA	amirori	NULL	NULL	popadenou	NULL	NULL	NULL	kaŋ	wei	NULL	tabatud	esi	aviorikoksesta	NULL	orasi	tra	NA	NULL	NULL	ય	NULL	NULL	házasságtörésen	sementara	að	NULL	NULL	NULL	tura	akken	NA	NULL	NULL	to	NULL	NULL	NULL	ह	NULL	NULL	NULL	NULL	da	NULL	NULL	NULL	rehefa	NULL	NULL	NA	bula	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	achifeva	NULL	NULL	NULL	NULL	när	ܘܟܕ	NULL	nang	และเม	as	NULL	NULL	NULL	shaaramuxishin	mbooloo	NULL	ephinga
510	b.JOH.8.7a	when	pujamtai	toe	NULL	kur	NULL	ولما	երբ	eta	NULL	като	NULL	kay	como	NULL	NULL	NULL	же	NA	ari	ⲇⲉ	NULL	když	da	als	wen	waato	ɩlɛna	kiam	kui	ne	kun	comme	NULL	NULL	NA	NULL	επειδη	ય	जब	NULL	mikor	ketika	þegar	siccome	NULL	NULL	tura	imi	NA	NULL	cum	kad	NULL	NULL	ka	व	အခ	NULL	NULL	toen	da	ᑕᔥ	huan	چون	raha	gdy	NULL	NA	NULL	NULL	NULL	NULL	fiindcă	когда	NULL	keď	ko	vakati	goortay	como	kad	NULL	när	ܕܝܢ	ప	nang	และเม	as	NULL	як	NULL	NULL	bi	uthe	NULL
511	b.JOH.8.10a	when	NULL	toe	NULL	NULL	jnda	فلما	NULL	eta	acõari	защото	tek	unya	NULL	NULL	NULL	NULL	NULL	NA	NULL	NULL	lè	NULL	da	NULL	wen	NULL	kɔma	kaj	NULL	NULL	kun	étant	kagena	tra	NA	δὲ	NULL	NULL	NULL	NULL	mikor	lalu	NULL	NULL	lahwi	NULL	NULL	NULL	NA	NULL	autem	tad	NULL	NULL	NULL	ह	အခ	NULL	quemaj	NULL	da	NULL	huan	چون	rehefa	NULL	erguendo	NA	we	te	NULL	kana	NULL	NULL	NULL	keď	ko	NULL	NULL	NULL	kad	NULL	då	ܕܝܢ	నప	at	เม	as	NULL	ж	NULL	NULL	NULL	NULL	NULL
512	b.JOH.8.28a	when	NULL	wanneer	tai	kur	jnda	متى	երբ	NULL	acõari	NULL	tek	diha	ngaean	NULL	mɨ	NULL	егда	NA	ariorica	ⲉϣⲱⲡ	lè	když	når	wenn	te	waati	waatʋ	kiam	kui	hafi	kun	quand	orasi	tra	þan	ὅταν	οταν	NULL	जब	kad	mikor	kalau	þegar	quando	hayet	NULL	NULL	asm	NA	후에	cum	kad	kai	ajtzin	NULL	ह	အခ	NULL	ijcuac	wanneer	når	ᐊᐲ	nung	وقتی	rehefa	gdy	quando	NA	ane	aretak	huasha	kana	cînd	когда	NULL	keď	kadar	kana	markaad	cuando	kad	mtakapokwisha	när	ܐܡܬܝ	నప	kung	เม	as	NULL	як	cuando	wode	bu	xa	nxa
513	b.JOH.8.44a	when	NULL	wanneer	tai	kur	quia	متى	երբ	noiz	i	NULL	NULL	inigpamakak	yaguin	NULL	mɨ	ꭴꮴꮅꭶꮙ	егда	NA	NULL	ⲉϣⲱⲡ	NULL	když	når	wenn	te	waati	waatʋ	kiam	kui	NULL	kun	lorsqu	so	tra	þan	ὅταν	οταν	ય	जब	kad	mikor	kalau	þegar	quando	hayet	NULL	NULL	NULL	NA	말하나니	cum	melus	NULL	NULL	NULL	ह	NULL	जब	ijcuac	maar	når	ᐊᐲ	NULL	هرگاه	raha	gdy	quando	NA	ane	aretak	NULL	kana	oridecîteori	когда	akud	keď	kadar	kana	markuu	cuando	kad	asemapo	när	ܐܡܬܝ	నప	pagka	เม	NULL	NULL	коли	cuando	wode	NULL	xa	nxa
514	b.JOH.9.4a	when	NULL	wanneer	NULL	kur	quia	حين	երբ	noiz	to	NULL	tek	sa	an	NULL	mɨ	ꮎꭿᏻ	егда	NA	matajerone	ϩⲟⲧⲉ	NULL	kdyžto	da	da	te	kaŋ	NULL	kiam	mil	NULL	jolloin	où	orasi	tra	þanei	ὅτε	οτε	ય	NULL	kad	mikor	NULL	þegar	quando	yet	NULL	NULL	NULL	NA	NULL	quando	kad	kada	aj	NULL	ज	အခ	ल	ijcuac	als	da	ᐊᐲ	chiangin	که	NULL	gdy	quando	NA	NULL	aretak	shamujpi	kana	cînd	когда	NULL	keď	ko	NULL	NULL	cuando	kad	ambapo	då	NULL	NULL	NULL	เม	as	zaman	NULL	NULL	NULL	ne	xa	lapho
515	b.JOH.9.6a	when	NULL	toe	tʉpo	pasi	jnda	NULL	երբ	haur	to	NULL	tek	sa	NULL	NULL	mɨ	NULL	NULL	NA	NULL	NULL	apre	NULL	da	da	wen	waato	ɩlɛna	NULL	kui	megbe	NULL	après	de	tra	þata	NULL	αφου	NULL	NULL	NULL	NULL	setelah	NULL	NULL	yet	NULL	NULL	mi	NA	NULL	cum	NULL	NULL	atzaj	ka	वर	NULL	ल	ijcuac	NULL	da	ᐊᐲ	NULL	NULL	rehefa	NULL	NULL	NA	oti	aretak	NULL	kana	după	сказав	llig	NULL	NULL	wakati	markuu	NULL	rekavši	baada	när	ܘܟܕ	ప	nang	เม	as	NULL	NULL	cuando	NULL	bi	NULL	NULL
516	b.JOH.9.14a	when	tsuwaru	toe	tai	kur	quia	حين	երբ	çuenean	NULL	NULL	tek	NULL	anae	NULL	NA	NULL	егда	NA	NA	NULL	NULL	když	da	da	waan	kaŋ	NULL	NULL	kui	NULL	jona	que	NULL	va	þan	δὲ	οτε	ય	नकर	kad	mikor	NA	þegar	cui	yet	NULL	NULL	NULL	NA	NULL	quando	kad	kai	NULL	NULL	ज	NULL	NULL	ijcuac	toen	da	ᐊᐲ	NULL	روزی	NULL	gdy	que	NA	u	aretak	NULL	kana	cînd	когда	r	keď	ko	NULL	NULL	que	kad	NULL	då	ܟܕ	NULL	nang	NULL	NULL	NULL	як	cuando	NULL	bi	ke	mhla
517	b.JOH.9.35a	when	NULL	toe	tai	kur	quia	NULL	երբ	NULL	NULL	NULL	tek	sa	anae	見	mɨ	NULL	NULL	NA	impoiji	NULL	lè	když	da	da	NULL	waato	ɩlɛna	NULL	kui	NULL	NULL	ayant	orasi	tra	NULL	NULL	NULL	NULL	जब	NULL	NULL	NULL	NULL	NULL	yet	NULL	NULL	NULL	NA	NULL	cum	NULL	NULL	atzaj	kitenga	ह	NULL	ल	ijcuac	NULL	da	ᐊᐲ	huan	چون	rehefa	NULL	NULL	NA	NULL	aretak	NULL	kana	cînd	NULL	NULL	keď	ko	akati	NULL	cuando	NULL	NULL	när	NULL	NULL	pagkasumpong	และเม	iswad	NULL	NULL	cuando	yesuusi	bi	uthe	kwathi
518	b.JOH.10.4a	when	NULL	wanneer	tai	pasi	quia	ومتى	երբ	NULL	NULL	тъй	tek	na	anae	既	mɨ	NULL	егда	NA	NULL	ⲉϣⲱⲡ	lè	jakž	når	wenn	te	waati	wei	kiam	kui	NULL	laskettuaan	lorsqu	kagena	tra	þan	ὅταν	οταν	NULL	जब	kad	mikor	setelah	þegar	quando	yet	NULL	NULL	mi	ora	NULL	cum	NULL	NULL	ajtzin	ka	पडल	အခ	NULL	ijcuac	als	når	ᐊᐲ	NULL	وقتی	rehefa	gdy	depois	NA	NULL	NULL	NULL	kana	după	когда	ig	keď	ko	kana	markuu	cuando	kad	watoa	när	ܘܡܐ	నప	pagka	เม	as	NULL	NULL	cuando	guyyiyan	bi	xa	nxa
519	b.JOH.11.4a	when	nuna	toe	tai	NULL	jnda	فلما	երբ	eta	NULL	NULL	tek	pagkadungog	ya	NULL	mɨ	NULL	же	NA	NULL	ⲇⲉ	lè	NULL	da	da	wen	waato	waatʋ	NULL	kui	esi	kuultuaan	après	NULL	tra	iþ	δὲ	και	ય	NULL	NULL	mikor	ketika	þegar	NULL	yet	NULL	NULL	mi	ora	NULL	autem	bet	NULL	tej	NULL	NULL	NULL	जब	ijcuac	toen	da	ᐊᐲ	huan	چون	rehefa	a	NULL	NA	NULL	aretak	caita	kana	cînd	NULL	llig	keď	ko	wakati	markuu	al	kad	NULL	när	ܕܝܢ	NULL	pagkarinig	เม	assaɣa	NULL	NULL	cuando	wode	bi	ke	NULL
520	b.JOH.11.6a	when	NULL	toe	tai	kur	jnda	فلما	NULL	NULL	na	NULL	tek	NULL	anae	見	mɨ	ꭴꮫꭶꮕꮓ	егда	NA	ari	NULL	apre	jakž	da	als	te	waato	waatʋ	kiam	kui	esi	kun	NULL	orasi	tra	swe	ὡς	καθως	ય	जब	kad	mikor	ketika	þegar	quand	NA	NULL	NULL	akken	ora	NULL	NULL	un	NULL	tej	no	ह	NULL	जब	NULL	NA	da	ᐊᐲ	lai	چون	nony	gdy	quando	NA	NULL	aretak	NULL	kana	cînd	когда	llig	NULL	ko	zvino	markuu	cuando	NULL	NULL	när	ܘܟܕ	నప	nang	NULL	as	NULL	як	cuando	wode	bi	uthe	kwathi
521	b.JOH.11.17a	when	jeatak	toe	tai	kur	jnda	فلما	NULL	eta	NULL	NULL	tek	pag	ya	NULL	mɨ	NULL	пришедъ	NA	NULL	NULL	lè	NULL	da	da	wen	waato	ɩlɛna	kiam	kui	esi	NULL	étant	NULL	tra	NULL	NULL	NULL	NULL	NULL	kad	NULL	ketika	þegar	NULL	yet	NULL	NULL	mi	ora	NULL	NULL	NULL	NULL	atzaj	NULL	NULL	အခ	ल	ijcuac	toen	nu	ᐋᔕ	NULL	چون	nony	NULL	NULL	NA	karata	aretak	NULL	kana	cînd	NULL	llig	keď	ko	NULL	markuu	cuando	kad	NULL	när	NULL	NULL	nang	คร	as	NULL	NULL	cuando	wode	bi	efikile	kwathi
522	b.JOH.11.28a	when	NULL	nadat	tʉuya	si	NULL	ولما	NULL	haur	NULL	NULL	tek	NULL	anae	NULL	mɨ	NULL	се	NA	NULL	NULL	lè	když	da	da	te	waato	ɩlɛna	tion	kui	NULL	NULL	NULL	NULL	tra	þata	λάθρᾳ	αφου	NULL	NULL	NULL	NULL	setelah	NULL	dopo	lahwi	NULL	NULL	syenna	NULL	NULL	cum	NULL	NULL	aj	ka	NULL	NULL	पछ	ijcuac	NULL	da	ᐊᐲ	NULL	چون	rehefa	NULL	NULL	NA	oti	aretak	NULL	kana	dupăce	сказав	NULL	keď	rekši	wakati	markay	cuando	NULL	baada	när	ܘܟܕ	NULL	nang	เม	as	sonra	промовивши	cuando	guyyiyan	bi	NULL	NULL
523	b.JOH.11.31a	when	NULL	NULL	tai	kur	quia	لما	երբ	NULL	NULL	понеже	tek	NULL	anae	NULL	mɨ	NULL	NULL	NA	irosati	NULL	lè	NULL	idet	da	te	waato	kɔma	NULL	kui	NULL	NULL	ayant	orasi	tra	NULL	NULL	NULL	ય	NULL	kad	NULL	NULL	fóru	quando	yet	NULL	pujuiniasha	mi	ora	NULL	cum	NULL	kai	tej	ka	NULL	NULL	त	ijcuac	bij	nu	NULL	NULL	چون	raha	NULL	NULL	NA	NULL	aretak	NULL	NULL	cînd	NULL	llig	NULL	ko	vakati	markay	cuando	kad	NULL	nu	NULL	డ	NULL	เม	NULL	NULL	NULL	cuando	NULL	ga	NULL	NULL
524	b.JOH.11.32a	when	NULL	toe	tai	sapo	NULL	لما	երբ	NULL	ejacõari	като	tek	paghiabut	anae	NULL	NULL	NULL	ѣко	NA	ari	NULL	lè	když	da	nun	wen	waato	waatʋ	kiam	kui	NULL	kun	lorsque	orasi	tra	iþ	ὡς	καθως	NULL	जब	kad	NULL	waktu	NULL	quando	yet	NULL	NULL	mi	ora	NULL	cum	bet	NULL	atzaj	no	NULL	NULL	जब	ijcuac	toen	nu	ᐊᐲ	huan	چون	rehefa	gdy	tendo	NA	karata	NULL	NULL	kana	cînd	придя	llig	NULL	ko	NULL	markay	cuando	NULL	NULL	när	ܟܕ	NULL	pagdating	คร	as	NULL	як	cuando	wode	bi	NULL	NULL
525	b.JOH.11.33a	when	NULL	toe	tai	kur	NULL	فلما	երբ	ceçanean	NULL	NULL	NULL	NULL	anae	NULL	mɨ	NULL	ꙇ	NA	ineavaquero	NULL	NULL	NULL	da	als	te	waato	ɩlɛna	kiam	kui	esi	kun	NULL	kagena	tra	þanuh	ὡς	δε	NULL	जब	kad	NULL	ketika	þegar	quando	yet	NULL	NULL	mi	ora	NULL	NULL	NULL	NULL	tej	no	NULL	အခ	पछ	ijcuac	toen	NULL	NULL	huan	چون	nony	gdy	quando	NA	NULL	aretak	NULL	NULL	cînd	когда	llig	keď	ko	wakati	markuu	al	kad	NULL	NULL	ܕܝܢ	NULL	nang	นเม	as	NULL	як	cuando	NULL	NULL	NULL	NULL
526	b.JOH.11.43a	when	NULL	nadat	NULL	mbasi	quia	ولما	երբ	hauc	NULL	като	tek	NULL	anae	NULL	mɨ	ꮎꮝꭹꮓ	NULL	NA	irosati	NULL	lè	NULL	da	da	wen	waato	ɩlɛna	NULL	kui	megbe	NULL	NULL	NULL	tra	þata	NULL	NULL	NULL	कहकर	NULL	mikor	sesudah	NULL	NULL	lahwi	NULL	nuna	NULL	NULL	NULL	cum	NULL	NULL	NULL	no	ह	NULL	ल	ijcuac	nadat	da	ᐊᐲᔥ	huchia	چون	rehefa	NULL	tendo	NA	NULL	aretak	caita	kana	dupăce	сказав	llig	keď	ko	wakati	markuu	habiendo	NULL	NULL	när	ܘܟܕ	ప	nang	เม	as	NULL	NULL	cuando	NULL	bi	ke	NULL
527	b.JOH.12.12a	when	jeatak	toe	NULL	kur	NULL	NULL	երբ	NULL	NULL	като	tek	NULL	anae	NULL	NULL	NULL	NULL	NA	NULL	NULL	NULL	když	da	da	te	waato	ɩlɛna	kaj	pidama	NULL	kun	ayant	ma	tra	NULL	NULL	NULL	ય	NULL	kad	NULL	NULL	NULL	NULL	yet	NULL	kashin	NULL	NULL	NULL	cum	NULL	NULL	NULL	ka	व	NULL	NULL	NULL	NULL	fikk	ᐁᐐᐃᔑᒌᑲᑲᒥᑭᓯᐙᒡ	NULL	چون	rehefa	NULL	NULL	NA	NULL	NULL	NULL	kana	cum	NULL	NULL	že	NULL	vakati	markay	cuando	NULL	kundi	fick	ܟܕ	డ	NULL	นเม	as	NULL	NULL	cuando	NULL	ba	NULL	NULL
528	b.JOH.12.14a	when	wainak	NULL	NULL	NULL	NULL	NULL	NULL	NULL	na	NULL	NULL	NULL	anae	NULL	lajeeˇ	NULL	же	NA	NULL	ⲇⲉ	NULL	dostav	NULL	aber	wen	waato	ɩlɛna	NULL	NULL	NULL	saatuansa	NULL	NULL	tra	þan	δὲ	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	イエスは	wáiniak	NULL	jerusalenoca	NULL	NULL	NULL	NULL	NULL	no	NULL	NULL	NULL	NULL	NULL	NULL	NULL	huan	NULL	NULL	dostawszy	NULL	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	akati	NULL	NULL	NULL	NULL	fick	NULL	చ	pagkasumpong	และเม	NULL	NULL	NULL	NULL	NULL	NULL	ke	NULL
529	b.JOH.12.16a	when	nintimrachmiaji	nadat	tʉpo	kur	quia	لما	երբ	cenean	NULL	NULL	tek	diha	anae	NULL	mɨ	ꮵꮜꮝꭹꮒ	егда	NA	NULL	ϩⲟⲧⲉ	lè	když	da	da	wen	waato	kɔma	post	kui	esi	kun	lorsque	NULL	tra	biþe	ὅτε	οτε	NULL	जब	pošto	mikor	setelah	þegar	quando	yet	NULL	NULL	asmi	ora	못하였다가	quando	kad	kai	bˈeˈx	ka	NULL	NULL	पछ	ijcuac	toen	da	ᐊᐲ	nungin	چون	rehefa	gdy	quando	NA	oti	aretak	NULL	NULL	dupăce	когда	NULL	keď	ko	NULL	markii	cuando	kad	NULL	när	ܟܕ	నప	nang	เม	assaɣa	sonra	як	cuando	guyyiyan	bi	akuba	esekhazimulisiwe
530	b.JOH.12.17a	when	wekainauka	toe	NULL	kur	quia	NULL	NULL	eta	NULL	празникът	tek	sa	anae	候	mɨ	ꮎꭿᏻ	егда	NA	ari	ⲉⲛⲁϥⲛⲉⲙⲁϥ	lè	NULL	at	da	waan	waato	waatʋ	kiam	kui	hafi	kun	quand	orasi	tra	þan	ἐμαρτύρει	οτε	ય	यह	kad	mikor	waktu	þegar	quando	yet	NULL	NULL	asmi	ora	때에	quando	kad	kai	tej	NULL	व	NULL	जब	ijcuac	dat	da	ᐊᐲ	laia	که	fony	NULL	quando	NA	nto	aretak	NULL	kana	cînd	свидетельствовал	ig	keď	ko	NULL	markuu	cuando	kad	wakati	när	NULL	నప	nang	เม	as	mezardan	як	cuando	wode	bi	oko	lapho
531	b.JOH.12.41a	when	nuna	toe	NULL	kur	quia	حين	NULL	çuenean	NULL	ако	tek	ni	anae	見	NULL	ꮎꭿᏻ	егда	NA	NULL	NULL	NULL	když	fordi	da	te	NULL	NULL	cxar	kui	NULL	kun	lorsqu	orasi	tra	þan	NULL	οτε	ય	NULL	jer	mikor	NULL	að	quando	NULL	NULL	NULL	mi	NULL	NULL	quando	kad	NULL	NULL	wa	NULL	NULL	NULL	NULL	NULL	fordi	NULL	NULL	وقتی	satria	gdy	porque	NA	NULL	NULL	NULL	kana	cînd	когда	NULL	keď	ko	NULL	NULL	porque	kad	NULL	eftersom	ܟܕ	NULL	sapagka	เม	NULL	NULL	як	NULL	NULL	NULL	oko	NULL
532	b.JOH.13.1a	when	kinta	omdat	tʉpo	duke	quia	NULL	NULL	NULL	NULL	ако	NULL	si	si	候	ie	ꭴꮓꮢꭹ	NULL	NA	NULL	ⲉⲧⲁϥⲛⲁⲩ	NULL	NULL	da	da	NULL	to	NULL	NULL	kui	ne	kun	NULL	de	tra	NA	ὁ	NULL	NULL	जब	NULL	pedig	NULL	NULL	NULL	yet	過越の祭の前に	tsawant	akken	ora	NULL	cum	NULL	NULL	NULL	ka	व	NULL	ग	ijcuac	toen	da	ᐊᓂᐙᐸᕽ	NULL	چون	satria	NULL	NULL	NA	rata	xurik	NULL	NULL	NULL	NULL	NULL	noci	ko	NULL	horteed	NULL	NULL	NULL	nu	NULL	NULL	NULL	เม	NA	önceydi	же	cuando	wode	ba	NULL	NULL
533	b.JOH.13.19a	when	NULL	wanneer	tai	kur	quia	متى	NULL	NULL	acõari	NULL	tek	na	yaguin	候	mɨ	ꮏꮙ	егда	NA	ariorica	ⲁⲥϣⲁⲛϣⲱⲡⲓ	lè	když	når	wenn	te	waati	NULL	kiam	kui	ne	kun	lorsqu	orasi	tra	biþe	ὅταν	οταν	ય	NULL	kad	mikor	kalau	þegar	quando	yet	NULL	nuyá	asm	NULL	때에	cum	kad	NULL	aj	NULL	व	အခ	जब	ijcuac	als	når	ᐊᐲ	a	NULL	raha	gdy	quando	NA	ane	aretak	NULL	kana	cînd	когда	akud	keď	kadar	kana	markay	cuando	kad	NULL	när	ܕܡܐ	నప	pagka	าเม	as	NULL	як	cuando	wode	bu	xa	nxa
534	b.JOH.13.21a	when	nuna	toe	NULL	mbasi	jnda	لما	երբ	gauça	NULL	когато	tek	NULL	NULL	NULL	mɨ	NULL	NULL	NA	NULL	ⲇⲉ	lè	NULL	da	da	wen	waato	ɩlɛna	NULL	kui	NULL	NULL	NULL	NULL	tra	þata	NULL	αφου	NULL	कहकर	NULL	mikor	setelah	þegar	NULL	lahwi	NULL	NULL	NULL	NULL	NULL	cum	to	NULL	tbˈajlinxiˈ	no	व	NULL	जब	ijcuac	nadat	da	NULL	NULL	چون	rehefa	NULL	tendo	NA	NULL	aretak	huasha	kana	dupăce	сказав	llig	keď	ko	zvino	markuu	después	NULL	NULL	när	NULL	తర	nang	เม	as	NULL	NULL	cuando	NULL	bi	NULL	NULL
535	b.JOH.13.26a	when	NULL	as	NULL	pasi	NULL	NULL	NULL	NULL	i	ако	tek	tapus	NULL	NULL	NULL	NULL	NULL	NA	NULL	NULL	wè	NULL	som	NULL	NULL	NULL	NULL	kaj	kastutan	NULL	NULL	NULL	de	tra	NULL	καὶ	NULL	ય	NULL	NULL	NULL	NULL	er	e	NULL	NULL	NULL	seyyiɣ	chajoyé	NULL	NULL	pasniegšu	NULL	NULL	ina	NULL	NULL	ल	NULL	NULL	nu	NULL	a	NULL	NULL	NULL	NULL	NA	oti	NULL	NULL	manrho	NULL	NULL	ssaykg	a	NULL	kana	NULL	y	NULL	basi	NULL	NULL	NULL	NULL	และเม	NULL	NULL	NULL	NULL	NULL	ca	ndakuba	NULL
536	b.JOH.13.26b	when	NULL	as	NULL	pasi	NULL	NULL	NULL	NULL	i	ако	tek	tapus	NULL	NULL	NULL	NULL	NULL	NA	NULL	NULL	wè	NULL	som	NULL	NULL	NULL	NULL	kaj	kastutan	NULL	NULL	NULL	de	tra	NULL	καὶ	NULL	ય	NULL	NULL	NULL	NULL	er	e	NULL	NULL	NULL	seyyiɣ	chajoyé	NULL	NULL	pasniegšu	NULL	NULL	ina	NULL	NULL	ल	NULL	NULL	nu	NULL	a	NULL	NULL	NULL	NULL	NA	oti	NULL	NULL	manrho	NULL	NULL	ssaykg	a	NULL	kana	NULL	y	NULL	basi	NULL	NULL	NULL	NULL	และเม	NULL	NULL	NULL	NULL	NULL	ca	ndakuba	NULL
537	b.JOH.13.31a	when	NULL	toe	NULL	kur	NULL	فلما	երբ	eta	bero	NULL	tek	NULL	anae	既	mɨ	ꮎꮝꭹꮓ	егда	NA	impoiji	ϩⲟⲧⲉ	apre	když	da	da	te	waato	waatʋ	kiam	kui	esi	kun	lorsque	de	erreish	þan	ὅτε	οτε	ય	जब	pošto	mikor	sesudah	þegar	quand	lahwi	NULL	NULL	mi	ora	NULL	cum	kad	NULL	NULL	no	NULL	NULL	जब	ijcuac	toen	da	ᐊᐲ	nungin	چون	nony	gdy	tendo	NA	NULL	aretak	huasha	kana	dupăce	когда	llig	keď	ko	wakati	markuu	cuando	kad	ya	när	NULL	తర	nang	เม	as	NULL	як	cuando	NULL	bi	xeshikweni	NULL
538	b.JOH.14.29a	when	NULL	wanneer	tai	kur	quia	متى	երբ	NULL	acõari	свършено	tek	NULL	yanguin	候	mɨ	NULL	егда	NA	NULL	ⲁⲥϣⲁⲛϣⲱⲡⲓ	lè	když	når	wenn	te	waati	waatʋ	kiam	kui	ne	kun	lorsqu	NULL	tra	biþe	ὅταν	οταν	ય	जब	kad	mikor	kalau	þegar	quando	yet	NULL	nuyá	m	ora	때에	cum	kad	kada	aj	ka	व	အခ	जब	ijcuac	NULL	når	ᐊᐲ	NULL	وقتی	rehefa	gdy	quando	NA	ane	aretak	imahoras	kana	cînd	когда	akud	keď	kadar	musi	markay	cuando	kad	NULL	när	ܕܡܐ	ప	kung	าเม	alwaq	NULL	як	cuando	wode	bu	xa	nxa
539	b.JOH.15.26a	when	nuna	as	tai	kur	quia	ومتى	երբ	dathorrenean	na	NULL	tek	abut	yaguin	NULL	mɨ	NULL	гда	NA	ari	ⲉϣⲱⲡ	NULL	když	når	wenn	te	waati	kɔma	kiam	kui	ne	kun	quand	orasi	tra	þan	ὅταν	οταν	ય	जब	kada	mikor	NULL	þegar	quando	yet	NULL	taa	m	taitábents	NULL	cum	kad	kai	ajtzin	ka	ह	အခ	जब	NULL	als	når	ᑕᐱᑕᑶᔑᓐ	chiangin	چون	raha	gdy	quando	NA	NULL	aretak	NULL	kana	cînd	когда	NULL	keď	kadar	kana	markuu	cuando	kad	atakapokuja	när	ܡܐ	నప	pagparito	เม	as	NULL	як	cuando	NULL	bi	xa	nxa
540	b.JOH.16.4a	when	NULL	wanneer	tai	kur	quia	اذا	երբ	NULL	i	като	tek	na	yaguin	候	mɨ	ꮑꮝꮧ	егда	NA	NULL	ⲁⲥϣⲁⲛⲓ	NULL	když	når	wenn	miak	waati	kɔma	kiam	kui	ne	kun	lorsque	NULL	tra	biþe	ὅταν	οταν	ય	जब	kada	mikor	kalau	þegar	quando	yet	NULL	NULL	asm	ora	NULL	cum	kad	NULL	aj	NULL	NULL	အခ	जब	ijcuac	als	når	ᐊᐲ	un	NULL	raha	gdy	quando	NA	ane	aretak	NULL	kana	cînd	когда	akud	keď	kadar	kana	markii	cuando	kad	NULL	när	ܕܡܐ	నప	kung	าเม	as	NULL	як	cuando	wode	bu	xa	NULL
