	eng	acu	afr	ake	alb	amu	ara	arm	baq	bsn	bul	cak	ceb	cha	chi	chq	chr	chu	cjp	cni	cop	crp	cze	dan	deu	dik	dje	dop	epo	est	ewe	fin	fra	gbi	glv	got	grc	gre	guj	hin	hrv	hun	ind	isl	ita	jak	jap	jiv	kab	kbh	kor	lat	lav	lit	mam	mao	mar	mya	nep	nhg	nld	nor	ojb	pck	pes	plt	pol	por	pot	ppk	quc	quw	rom	rum	rus	shi	slk	slv	sna	som	spa	srp	ssw	swe	syr	tel	tgl	tha	tmh	tur	ukr	usp	wal	wol	xho	zul
b.LUK.21.28a	when	NULL	as	tai	kur	jnda	ومتى	երբ	NULL	acõari	когато	tek	NULL	anae	NULL	mɨ	ꮎꮝꭹꮓ	NULL	NA	NULL	NULL	lè	když	når	wenn	te	alwaato	kɔma	kiam	kui	ne	kun	quand	orasi	tra	NA	NULL	οταν	ય	जब	kad	mikor	apabila	þegar	quando	hayet	NULL	NULL	m	ora	NULL	NULL	kad	kai	aj	no	व	သ	जब	ijcuac	als	når	ᐊᐲ	chiangin	چون	raha	gdy	quando	NA	ane	aretak	NULL	kana	cînd	когда	akud	keď	ko	kana	goortii	cuando	kad	wakati	när	ܡܐ	నప	t	เม	NA	NULL	як	cuando	wode	bu	kaloku	nxa
b.LUK.21.30a	when	NULL	NULL	tai	kur	quia	متى	երբ	NULL	NULL	когато	tek	NULL	yanguin	NULL	mɨ	ꮏꮙ	егда	NA	ariorica	ⲉϣⲱⲡ	lè	když	når	wenn	te	waato	kɔma	kiam	kui	ne	kun	qu	nakoso	tra	NA	ὅταν	οταν	ય	NULL	kad	kor	apabila	þegar	quando	hayet	NULL	NULL	m	ora	NULL	cum	kad	kai	aj	ka	NULL	အခ	जब	ijcuac	wanneer	snart	ᐊᐲ	NULL	چون	raha	gdy	quando	NA	ane	aretak	imahoras	NULL	cînd	когда	NULL	keď	NULL	kana	goortay	cuando	kad	NULL	när	ܕܡܐ	NULL	pagka	เม	NA	NULL	як	cuando	wode	bu	xa	nxa
b.LUK.21.31a	when	kinta	wanneer	tai	kur	quia	متى	երբ	NULL	acõari	когато	tek	NULL	yanguin	見	mɨ	NULL	егда	NA	ariorica	NULL	lè	když	når	wenn	te	alwaato	kɔma	kiam	NULL	nenye	kun	quand	NULL	tra	NA	ὅταν	οταν	ર	जब	kad	mikor	kalau	þegar	quando	yet	NULL	NULL	m	ora	NULL	cum	redzot	pamatę	aj	ina	NULL	NULL	जब	ijcuac	wanneer	når	ᐊᐲ	chiang	چون	raha	gdy	quando	NA	ane	aretak	NA	kana	cînd	когда	ig	keď	kadar	kana	goortaad	cuando	kad	NULL	när	ܡܐ	నప	pagka	เม	NA	NULL	коли	cuando	wode	gisee	xa	nxa
b.LUK.22.7a	when	NULL	NULL	tai	kur	NULL	NULL	երբ	NULL	NULL	когато	tek	NULL	anae	NULL	ie	NULL	ньже	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	talaa	kiam	NULL	NULL	jona	où	orasi	tra	NA	NULL	ην	NULL	NULL	kada	NULL	NULL	er	NULL	yet	NULL	NULL	NULL	ora	NULL	NULL	kad	kada	NULL	NULL	NULL	အခ	NULL	ijcuac	NULL	da	ᐊᐲ	NULL	چون	NULL	NULL	NULL	NA	NULL	NULL	NULL	kana	NULL	NULL	NULL	NULL	ko	rakati	NULL	NULL	NULL	NULL	då	NULL	NULL	NULL	เม	NA	NULL	як	cuando	NULL	bés	NULL	NULL
b.LUK.22.10a	when	NULL	as	tai	kur	quia	NULL	երբ	eta	NULL	NULL	tek	NULL	anae	NULL	mɨ	NULL	NULL	NA	NULL	NULL	lè	když	når	wenn	te	waato	NULL	kiam	kui	ne	NULL	quand	orasi	tra	NA	NULL	οταν	NULL	NULL	čim	mikor	waktu	þegar	appena	hayet	NULL	NULL	m	ora	NULL	NULL	NULL	NULL	aj	ka	ह	အခ	पछ	ijcuac	zodra	når	ᐊᐲ	un	هنگامی	raha	gdy	quando	NA	ane	aretak	NULL	kana	cînd	при	nna	keď	ko	kana	goortaad	cuando	kad	NULL	när	ܡܐ	నప	NULL	เม	NA	NULL	як	cuando	NULL	bu	NULL	NULL
b.LUK.22.14a	when	NULL	toe	tai	kur	NULL	ولما	երբ	bada	na	като	tek	abut	anae	候	mɨ	ꮎꭿᏻ	егда	NA	NULL	ⲟⲩⲟϩ	lè	když	da	da	wen	waato	ɩlɛna	kiam	kui	NULL	kun	NULL	NULL	tra	NA	ὅτε	οτε	NULL	जब	kada	mikor	ketika	er	quando	hayet	NULL	NULL	mi	ora	NULL	cum	kad	NULL	atzaj	ka	व	အခ	हर	ijcuac	NULL	da	ᐊᐲ	NULL	چون	nony	gdy	NULL	NA	karata	aretak	NULL	kana	cînd	когда	llig	keď	ko	NULL	goortii	cuando	kad	NULL	när	ܘܟܕ	నప	nang	เม	NA	NULL	як	cuando	NULL	bi	ke	kwathi
b.LUK.22.32a	when	NULL	toe	tai	kur	jnda	متى	երբ	bada	bero	когато	tek	na	yanguin	NULL	mɨ	NULL	ꙇ	NA	NULL	ⲟⲩⲟϩ	lè	NULL	når	wenn	te	NULL	kɔma	kiam	NULL	nenye	kun	quand	de	tra	NA	NULL	οταν	ય	जब	kad	NULL	kalau	þegar	NULL	yet	NULL	tura	m	ora	NULL	NULL	NULL	NULL	ajtzin	NULL	NULL	အခ	पछ	ijcuac	wanneer	når	ᐊᐲ	chiangin	هنگامی	rehefa	a	quando	NA	NULL	aretak	huasha	kana	dupăce	и	llig	keď	ko	kana	goortaad	cuando	kad	NULL	när	NULL	ప	nang	และเม	NA	zaman	NULL	cuando	wode	NULL	xa	nxa
b.LUK.22.35a	when	nunia	toe	tai	kur	quia	حين	երբ	NULL	NULL	когато	tek	pag	anae	候	mɨ	NULL	егда	NA	jesoshi	ϩⲟⲧⲉ	lè	když	da	so	waan	waato	NULL	kiam	kui	esi	kun	quand	orasi	tra	NA	ὅτε	οτε	ય	जब	kad	mikor	ketika	þegar	quando	yet	NULL	NULL	m	ora	NULL	quando	kad	kai	tej	i	ह	အခ	जब	ijcuac	toen	da	ᐊᐲ	huan	هنگامی	raha	gdym	quando	NA	nto	aretak	NULL	kana	cînd	когда	uwssan	keď	ko	musi	NULL	cuando	kad	wakati	när	ܟܕ	నప	nang	เม	NA	NULL	як	cuando	wode	ba	okuya	mhla
b.LUK.22.40a	when	NULL	toe	tai	kur	quia	ولما	երբ	NULL	ejacõari	като	tek	paghiabut	anae	NULL	mɨ	NULL	же	NA	ari	NULL	lè	když	da	als	te	waato	ɩlɛna	veninte	kui	NULL	tultuaan	lorsqu	kagena	tra	NA	δὲ	αφου	NA	चकर	kada	mikor	ketika	þegar	giunto	hayet	NULL	NULL	mi	ora	NULL	cum	NULL	atėjus	atzaj	NULL	ह	NULL	जब	ijcuac	NULL	da	ᐊᐲ	NULL	چون	raha	gdy	quando	NA	karata	aretak	NULL	kana	cînd	придя	llig	keď	ko	wakati	markuu	cuando	kad	NULL	när	ܘܟܕ	తర	nang	เม	NA	varınca	прибувши	cuando	NULL	bi	NULL	NULL
b.LUK.22.45a	when	NULL	toe	tʉpo	NULL	quia	NULL	NULL	NULL	NULL	като	NULL	sa	anae	完	mɨ	NULL	ꙇ	NA	ari	ⲟⲩⲟϩ	NULL	NULL	da	und	wen	NULL	ɩlɛna	NULL	NULL	eva	kun	après	qaboloka	tra	NA	καὶ	NULL	ર	तब	NULL	minekutána	NULL	NULL	NULL	hayet	NULL	NULL	mi	ora	후에	cum	NULL	NULL	aj	ka	ज	အခ	जब	ijcuac	NULL	NULL	NULL	NULL	NULL	nony	a	depois	NA	oti	aretak	NULL	kana	s	NULL	llig	keď	NULL	NULL	goortuu	cuando	NULL	baada	när	NULL	ప	nang	เม	NA	NULL	NULL	cuando	NULL	bi	NULL	NULL
b.LUK.22.49a	when	jesúsjai	toe	tai	NULL	quia	فلما	երբ	orduan	na	като	tek	ug	anae	NULL	mɨ	ꮎꭵꮓ	видѣвъше	NA	NULL	ⲇⲉ	lè	NULL	da	da	wen	waato	ɩlɛna	kiam	kui	esi	kun	NULL	orasi	tra	NA	δὲ	ιδοντες	ય	जब	NULL	pedig	ketika	NULL	NULL	hayet	NULL	NULL	mi	chora	NULL	NULL	bet	NULL	tej	no	NULL	သ	ल	ijcuac	toen	da	ᐊᐲ	huan	چون	raha	widząc	quando	NA	NULL	aretak	NULL	kana	NULL	NULL	llig	keď	ko	zvino	goortay	al	kad	NULL	nu	ܕܝܢ	NULL	nang	เม	NA	NULL	бачивши	cuando	wode	bi	kaloku	kuthe
b.LUK.22.53a	when	NULL	NULL	NULL	kur	NULL	اذ	NULL	NULL	jesús	когато	NULL	sa	anae	候	lajeeˇ	NULL	NULL	NA	NULL	NULL	NULL	NULL	da	NULL	waan	waato	NULL	kiam	kui	NULL	NULL	NULL	NULL	tra	NA	NULL	NULL	ય	जब	NULL	mikor	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ora	때에	cum	kad	kai	NULL	no	ह	အခ	NULL	NULL	NULL	da	ᐊᐲ	lai	وقتی	raha	NULL	NULL	NA	NULL	NULL	NULL	NULL	NULL	NULL	llig	keď	ko	NULL	NULL	habiendo	NULL	NULL	fastän	NULL	చ	nang	เม	NA	NULL	як	NULL	wode	NULL	NULL	NULL
b.LUK.22.55a	when	NULL	toe	tai	kur	NULL	ولما	երբ	çutenean	NULL	когато	NULL	NULL	anae	NULL	mɨ	ꮏꮙꮓ	же	NA	NULL	NULL	NULL	když	NULL	da	wen	waato	NULL	kiam	kui	NULL	NULL	NULL	NULL	tra	NA	δὲ	αφου	NULL	जब	NULL	mikor	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	atzaj	no	NULL	သည	NULL	NULL	NULL	NULL	ᑕᔥ	huan	چون	raha	gdy	tendo	NA	NULL	aretak	NULL	NULL	NULL	когда	NULL	keď	ko	vakati	goortay	cuando	kad	NULL	NULL	NULL	డ	nang	เม	NA	NULL	як	NULL	NULL	NULL	kaloku	NULL
b.LUK.22.64a	when	NULL	NULL	NULL	mbasi	NULL	NULL	NULL	NULL	NULL	като	NULL	NULL	anae	NULL	NULL	NULL	NULL	NA	impoiji	NULL	NULL	NULL	og	NULL	NULL	NULL	NULL	NULL	NULL	esi	NULL	NULL	NULL	tra	NA	NULL	NULL	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ka	व	NULL	NA	NULL	NULL	NULL	NULL	NULL	NULL	rehefa	NULL	NULL	NA	NULL	NULL	NULL	kana	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	และเม	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL
b.LUK.23.6a	when	tinamtai	toe	NULL	kur	jnda	فلما	երբ	eta	i	като	tek	pagkadungog	anae	NULL	mɨ	NULL	же	NA	NULL	ⲇⲉ	lè	tedy	da	da	wen	kaŋ	ɩlɛna	kiam	kui	esi	kun	quand	NULL	tra	NA	δὲ	δε	NULL	NULL	NULL	NULL	ketika	þegar	NULL	hayet	NULL	NULL	mi	ora	NULL	NULL	bet	NULL	tej	NULL	NULL	သည	ल	ijcuac	NULL	da	ᐊᐲ	huan	چون	raha	NULL	NULL	NA	NULL	aretak	shinajpi	kana	cînd	NULL	llig	keď	ko	wakati	goortuu	NULL	a	NULL	när	ܟܕ	NULL	nang	NULL	NA	NULL	NULL	cuando	wode	bi	ke	NULL
b.LUK.23.8a	when	NULL	toe	NULL	kur	quia	فلما	երբ	NULL	acõari	като	tek	ni	ya	NULL	mɨ	NULL	же	NA	ari	ⲇⲉ	lè	NULL	da	da	wen	NULL	ɩlɛna	NULL	kui	esi	kun	lorsque	NULL	tra	NA	NULL	NULL	ય	NULL	kad	NULL	ketika	en	NULL	hayet	NULL	NULL	mi	ora	NULL	NULL	NULL	NULL	tej	NULL	व	NULL	जब	ijcuac	NULL	da	NULL	a	چون	raha	NULL	quando	NA	nahilo	aretak	NULL	kana	cînd	NULL	llig	keď	ko	zvino	goortuu	NULL	NULL	NULL	när	ܟܕ	NULL	nang	เม	NA	NULL	NULL	cuando	NULL	bi	kaloku	kwathi
b.LUK.23.13a	when	NULL	toe	NULL	NULL	quia	NULL	NULL	NULL	NULL	NULL	tek	NULL	NULL	NULL	mɨ	NULL	NULL	NA	NULL	ⲇⲉ	NULL	pak	NULL	aber	wen	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NA	δὲ	NULL	ય	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	autem	NULL	NULL	NULL	ka	NULL	NULL	NULL	NULL	NULL	da	NULL	NULL	NULL	rehefa	NULL	NULL	NA	NULL	NULL	NULL	kana	NULL	NULL	NULL	NULL	NULL	zvino	NULL	NULL	NULL	NULL	sedan	NULL	చ	NULL	มธ	NA	NULL	NULL	NULL	NULL	NULL	kaloku	NULL
b.LUK.23.33a	when	NULL	toe	tai	kur	quia	ولما	երբ	NULL	NULL	когато	tek	pag	anae	NULL	mɨ	NULL	егда	NA	NULL	ⲉⲧⲁⲩⲓ	lè	když	da	als	wen	waato	kɔma	kiam	kui	esi	kun	lorsqu	orasi	tra	NA	ὅτε	οτε	NULL	NULL	kada	kor	ketika	er	quando	hayet	NULL	NULL	mi	ora	NULL	postquam	kad	NULL	atzaj	ka	ह	NULL	ग	ijcuac	NULL	da	ᐊᐲ	un	چون	rehefa	gdy	quando	NA	karata	aretak	NULL	kana	cînd	когда	llig	keď	ko	vakati	markay	cuando	kad	NULL	när	ܘܟܕ	నప	nang	เม	NA	NULL	як	cuando	NULL	bi	bakufika	NULL
b.LUK.23.42a	when	NULL	wanneer	tai	kur	quia	متى	երբ	NULL	bero	когато	tek	inig	yaguin	候	mɨ	NULL	егда	NA	NULL	ϩⲟⲧⲁⲛ	lè	když	når	wenn	te	NULL	NULL	kiam	NULL	NULL	kun	quand	orasi	tra	NA	ὅταν	οταν	ય	जब	kada	mikor	kalau	þegar	quando	yet	NULL	nuyá	m	ora	때에	cum	kad	kai	aj	ina	ह	အခ	जब	ijcuac	als	når	ᐊᐲ	chiangin	هنگامی	rehefa	gdy	quando	NA	ane	aretak	shamusha	kana	cînd	когда	akud	keď	kadar	kana	goortaad	cuando	kad	wakati	när	ܡܐ	నప	NULL	เม	NA	NULL	як	cuando	wode	NULL	xa	nxa
b.LUK.23.46a	when	NULL	toe	NULL	NULL	quia	NULL	երբ	NULL	NULL	NULL	tek	si	anae	NULL	mɨ	NULL	NULL	NA	NULL	ⲟⲩⲟϩ	NULL	NULL	NULL	als	wen	NULL	ɩlɛna	NULL	NULL	NULL	NULL	s	NULL	tra	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	er	NULL	NULL	NULL	nuyá	mi	ora	NULL	NULL	NULL	NULL	NULL	NULL	ज	NULL	ल	ijcuac	NULL	og	ᐊᐲ	huan	NULL	NULL	NULL	NULL	NA	NULL	NULL	NULL	kana	cînd	NULL	NULL	keď	NULL	zvino	NULL	NULL	NULL	NULL	när	NULL	డ	si	มธ	NA	NULL	NULL	cuando	NULL	NULL	akuba	NULL
b.LUK.23.47a	when	NULL	toe	tai	kur	quia	فلما	NULL	NULL	to	NULL	tek	sa	anae	見	mɨ	NULL	NULL	NA	NULL	ⲉⲧⲁϥⲛⲁⲩ	lè	NULL	da	da	wen	waato	ɩlɛna	kiam	kui	esi	kun	NULL	de	tra	NA	NULL	NULL	NULL	NULL	kad	NULL	ketika	þegar	NULL	hayet	NULL	NULL	mi	NULL	NULL	NULL	NULL	NULL	atzaj	NULL	ह	အခ	ल	ijcuac	NULL	da	NULL	huan	چون	raha	widząc	quando	NA	NULL	aretak	NULL	kana	cînd	NULL	llig	keď	ko	NULL	goortuu	cuando	kad	NULL	när	ܟܕ	NULL	nang	NULL	NA	NULL	побачивши	cuando	NULL	bi	kaloku	NULL
b.LUK.24.6a	when	kinta	toe	koro	kur	quia	NULL	երբ	NULL	NULL	NULL	tek	sa	anae	候	NULL	NULL	NULL	NA	NULL	NULL	lè	když	medens	da	ɣɔn	za	NULL	kiam	NULL	esime	NULL	lorsqu	orasi	choud	NA	ὡς	ενω	ર	NULL	dok	mikor	sewaktu	meðan	quando	yet	NULL	NULL	NULL	ora	때에	cum	kamēr	būdamas	tej	NULL	NULL	NULL	ल	ijcuac	toen	mens	NULL	laia	وقتی	fony	gdy	estando	NA	NULL	aretak	NULL	kana	cînd	когда	llig	keď	ko	NULL	NULL	cuando	kad	NULL	medan	ܟܕ	నప	nang	NULL	NA	NULL	бувши	cuando	wode	ba	NULL	NULL
b.LUK.24.23a	when	NA	toe	NA	NULL	NULL	ولما	NULL	NULL	NA	NULL	NULL	NULL	anae	見	mɨ	NULL	NULL	NA	NULL	NULL	NULL	NULL	da	NULL	wen	waato	ɩlɛna	NULL	kui	NULL	ja	ayant	NULL	tra	NA	NULL	NULL	NULL	जब	NULL	mikor	NULL	NULL	avendo	hayet	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	bˈeˈx	NULL	ह	NULL	ल	ijcuac	dat	da	NULL	NULL	NULL	raha	a	NULL	NA	NULL	aretak	NULL	NULL	NULL	и	NULL	NULL	ko	vakati	goortii	al	NULL	NULL	NULL	ܘܟܕ	NULL	nang	เม	NA	NA	NULL	NULL	NULL	NULL	NULL	kuthe
b.LUK.24.40a	when	NULL	terwyl	tai	si	NULL	وحين	NULL	gauça	NULL	като	tek	NULL	anae	NULL	mɨ	ꮎꮝꭹꮓ	NULL	NA	irosati	ⲫⲁⲓ	antan	NULL	da	da	te	kaŋ	ɩlɛna	tion	NULL	esi	sanottuaan	NULL	qabolo	tra	NA	NA	ειπων	ય	कहकर	NULL	NULL	NULL	þegar	NULL	hayet	NULL	NULL	mi	NULL	NULL	cum	NULL	NULL	tej	no	व	NULL	NULL	ijcuac	terwijl	da	NULL	NULL	NULL	rehefa	NULL	NULL	NA	NULL	aretak	NULL	NULL	după	сказав	llig	NULL	rekši	wakati	NULL	al	NULL	baada	när	ܘܟܕ	ప	NULL	เม	NA	NULL	NULL	cuando	NULL	bi	NULL	NULL
b.JOH.1.19a	when	tinamtai	toe	a	kur	NULL	حين	երբ	NULL	NULL	а	chiriˈ	diha	anae	NULL	mɨ	ꮎꭿᏻ	NA	NA	ari	ϩⲟⲧⲉ	lè	když	da	da	ɣɔn	waato	waatʋ	kiam	kui	esime	kun	lorsque	orasi	tra	NA	ὅτε	οτε	ય	जब	kad	mikor	NULL	þegar	quando	yet	NULL	NULL	asmi	NULL	때에	quando	kad	kai	NULL	i	ह	အခ	ल	ijcuac	NULL	da	NULL	lai	وقتی	raha	gdy	quando	NA	u	NULL	imahoras	NULL	cînd	когда	akud	keď	ko	musi	markii	cuando	kad	wakati	när	ܟܕ	నప	nang	เม	assaɣa	zaman	як	NULL	NULL	bés	oko	mhla
b.JOH.1.42a	when	NULL	toe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	tek	si	anae	NULL	mɨ	NULL	ꙇ	NA	ari	ⲇⲉ	NULL	NULL	NULL	da	NULL	NULL	ɣʋ	NULL	NULL	kpɔe	NULL	ayant	kagena	tra	NA	NULL	δε	ય	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	wáiniak	akken	ora	NULL	NULL	NULL	NULL	teˈ	ka	NULL	NULL	NULL	ijcuac	NULL	NULL	NULL	NULL	چون	nony	NULL	NULL	NA	NULL	aretak	NULL	kana	NULL	NULL	ilmma	NULL	NULL	NULL	intuu	al	a	NULL	då	NULL	NULL	NULL	และเม	iswad	NULL	ж	cuando	be7idi	noonu	uthe	NULL
b.JOH.1.48a	when	NULL	toe	tai	kur	quia	NULL	երբ	NULL	je	NULL	tek	diha	NULL	NULL	NULL	NULL	NULL	NA	NULL	NULL	lè	NULL	medens	da	waan	waato	NULL	kiam	kui	NULL	kun	quand	NULL	tra	NA	NULL	NULL	NULL	जब	dok	NULL	NULL	NULL	quando	yet	NULL	NULL	mi	ora	때에	cum	NULL	kai	tej	NULL	ह	NULL	NULL	ijcuac	toen	NULL	NULL	laiin	NULL	NULL	gdyś	quando	NA	NULL	NULL	NULL	kana	cînd	когда	llig	NULL	ko	NULL	markaad	cuando	kad	NULL	NULL	ܟܕ	ప	nang	เม	assaɣa	NULL	як	cuando	NULL	bi	NULL	NULL
b.JOH.2.3a	when	NULL	toe	tai	NULL	jnda	ولما	երբ	cenean	NULL	NULL	chanin	na	anae	NULL	lajeeˇ	NULL	NULL	NA	ari	NULL	lè	když	da	da	wen	waato	ɩlɛna	kiam	kui	esi	kun	ayant	kagena	tra	NA	καὶ	επειδη	ય	NULL	kad	NULL	ketika	er	NULL	NULL	NULL	NULL	imi	NULL	NULL	NULL	kad	NULL	tej	i	ह	အခ	पछ	ijcuac	NULL	da	ᐊᐲᔥ	huan	وچون	rehefa	gdy	tendo	NA	bula	NULL	NULL	kana	cînd	как	llig	keď	ko	yakati	markii	como	kad	NULL	NULL	NULL	నప	nang	เม	as	NULL	як	cuando	NULL	NULL	kuthe	kwathi
b.JOH.2.9a	when	NULL	toe	NULL	mbasi	quia	فلما	երբ	eta	na	като	xu	ug	anae	NULL	mɨ	NULL	NULL	NA	NULL	ⲇⲉ	NULL	jakž	da	als	wen	NULL	ɩlɛna	kiam	kui	NULL	kun	quand	NULL	tra	NA	δὲ	δε	ય	जब	kad	NULL	maka	NULL	NULL	hayet	NULL	NULL	NULL	chora	NULL	NULL	kad	NULL	teˈ	no	ह	NULL	NULL	NULL	NULL	da	NULL	huan	چون	raha	gdy	quando	NA	oti	aretak	NULL	kana	dupăce	когда	llig	NULL	ko	zvino	markuu	cuando	kad	NULL	och	ܘܟܕ	ప	nang	เม	as	NULL	як	NULL	NULL	noonu	kaloku	NULL
b.JOH.2.10a	when	NULL	wanneer	tai	kur	quia	ومتى	երբ	NULL	na	като	tek	diha	yaguin	NULL	mɨ	ꮏꮙꮓ	егда	NA	NULL	ⲉϣⲱⲡ	apre	když	når	wenn	te	waati	kɔma	kiam	kui	ne	kun	après	qabolo	tra	NA	ὅταν	αφου	ય	जब	kad	mikor	kalau	er	quando	yet	NULL	NULL	mi	ora	NULL	cum	kad	kai	ajtzin	ka	व	အခ	NULL	ijcuac	als	når	NULL	NULL	چون	rehefa	gdy	quando	NA	damo	aretak	huasha	kana	după	когда	NULL	keď	ko	kana	markay	cuando	kad	NULL	när	ܘܡܐ	నప	kung	และเม	as	NA	як	cuando	guyyiyan	ga	xa	kuthi
b.JOH.2.15a	when	NULL	NULL	NULL	si	quia	NULL	NULL	NULL	na	NULL	tek	NULL	ya	NULL	mɨ	NULL	NULL	NA	ari	NULL	NULL	NULL	og	und	NULL	NULL	NULL	NULL	NULL	enumake	NULL	NULL	gila	tra	NA	NULL	NULL	ય	NULL	NULL	NULL	NULL	þá	NULL	hayet	NULL	NULL	NULL	ora	NULL	cum	NULL	NULL	tej	NULL	ह	NULL	ल	ijcuac	NULL	og	NULL	huan	NULL	NULL	NULL	tendo	NA	NULL	aretak	NULL	kana	NULL	NULL	NULL	NULL	NULL	NULL	NULL	después	NULL	NULL	då	NULL	NULL	NULL	เม	NULL	NULL	NULL	cuando	NULL	noonu	NULL	NULL
b.JOH.2.22a	when	NULL	NULL	tai	kur	jnda	فلما	երբ	NULL	bero	когато	tek	NULL	anae	NULL	mɨ	ꮏꮙ	гда	NA	NULL	ϩⲟⲧⲉ	lè	když	da	da	ɣɔn	waato	waatʋ	kiam	kui	esi	kun	lorsqu	NULL	tra	NA	ὅτε	οτε	NULL	जब	pošto	mikor	sesudah	þegar	quando	hayet	NULL	NULL	asmi	ora	NULL	cum	kad	NULL	NULL	NULL	व	NULL	पछ	ijcuac	toen	NULL	NULL	NULL	وقتی	rehefa	gdy	quando	NA	NULL	aretak	NULL	NULL	cînd	когда	llig	NULL	ko	NULL	markuu	cuando	kad	NULL	när	ܟܕ	తర	nang	นเม	as	NULL	як	cuando	NULL	bi	ke	kuthe
b.JOH.2.23a	when	nunia	toe	NULL	kur	NULL	ولما	երբ	NULL	NULL	NULL	tek	sa	ya	候	lajeeˇ	NULL	егда	NA	NULL	NULL	pandan	když	da	als	ɣɔn	saaya	mpʋ	kiam	kui	NULL	kun	que	orasi	tra	NA	ὡς	ενω	NULL	जब	dok	mint	sementara	meðan	mentre	yet	NULL	jesus	mi	NULL	NULL	cum	kad	NULL	NULL	NULL	ह	NULL	पछ	ijcuac	NULL	mens	ᐊᐲ	laiin	هنگامی	nony	gdy	estando	NA	bula	aretak	NULL	NULL	cînd	когда	llig	keď	ko	nguva	markuu	mientras	kad	NULL	medan	ܟܕ	NULL	nang	เม	as	NULL	як	cuando	NULL	bi	NULL	kwathi
b.JOH.2.23b	when	nunia	toe	NULL	kur	NULL	ولما	երբ	NULL	NULL	NULL	tek	sa	ya	候	lajeeˇ	NULL	егда	NA	NULL	NULL	pandan	když	da	als	ɣɔn	saaya	mpʋ	kiam	kui	NULL	kun	que	orasi	tra	NA	ὡς	ενω	NULL	जब	dok	mint	sementara	meðan	mentre	yet	NULL	jesus	mi	NULL	NULL	cum	kad	NULL	NULL	NULL	ह	NULL	पछ	ijcuac	NULL	mens	ᐊᐲ	laiin	هنگامی	nony	gdy	estando	NA	bula	aretak	NULL	NULL	cînd	когда	llig	keď	ko	nguva	markuu	mientras	kad	NULL	medan	ܟܕ	NULL	nang	เม	as	NULL	як	cuando	NULL	bi	NULL	kwathi
b.JOH.3.4a	when	NULL	as	NULL	kur	jnda	NULL	NULL	denean	to	NULL	ri	NULL	yaguin	NULL	NULL	ꮏꮙ	NULL	NA	NULL	NULL	fwa	NULL	når	wenn	te	kaŋ	tɛma	kiam	kui	ne	NULL	quand	de	tra	NA	NULL	NULL	ય	जब	kad	ha	NULL	þegar	quando	NULL	NULL	NULL	NULL	ora	NULL	cum	NULL	būdamas	bˈeˈx	NULL	व	သည	NULL	NULL	NULL	når	NULL	nungin	که	rehefa	będąc	sendo	NA	NULL	NULL	NULL	kana	NULL	будучи	NULL	keď	ko	NULL	NULL	si	kad	NULL	när	NULL	NULL	kung	NULL	as	NULL	бувши	cuando	NULL	NULL	NULL	NULL
b.JOH.4.1a	when	ainau	toe	NULL	kur	NULL	فلما	երբ	çuenean	to	NULL	NULL	NULL	anae	NULL	mɨ	NULL	егда	NA	NULL	ϩⲟⲧⲉ	NULL	jakž	da	da	wen	NULL	NULL	kiam	kui	NULL	kun	NULL	NA	tra	NA	ὡς	καθως	ર	जब	kad	NULL	NULL	er	quando	NULL	NULL	jesus	NULL	NULL	NULL	NULL	kad	NULL	NULL	ka	NULL	NULL	ल	NULL	dat	da	NULL	a	چون	rehefa	gdy	quando	NA	NULL	NULL	NULL	NULL	NULL	когда	NULL	NULL	ko	NULL	kolkii	cuando	kad	NULL	NULL	NULL	నప	nang	นเม	as	NULL	як	NULL	wode	bés	NULL	kwathi
b.JOH.4.21a	when	jeatak	wanneer	NULL	që	NULL	NULL	երբ	noiz	cojoru	NULL	tek	na	NULL	候	NULL	ꮎꭿᏻ	егда	NA	NULL	ϩⲟⲧⲉ	lè	kdyžto	da	daß	NULL	kaŋ	ɣʋ	kiam	mil	NULL	jolloin	où	orasi	tra	NA	ὅτε	οτε	ય	NULL	kad	mikor	waktu	að	cui	yet	NULL	tsawant	m	chora	NULL	quando	kad	kada	NULL	NULL	व	သ	जब	ijcuac	dat	da	ᐊᐲ	hun	که	NULL	gdy	que	NA	NULL	aretak	NULL	NULL	cînd	когда	NULL	keď	ko	nguva	markii	cuando	kad	ambapo	då	NULL	NULL	NULL	NULL	NULL	NULL	коли	NULL	NULL	ne	NULL	lapho
